[2014-07-29 10:52:25] {'playid':640003005,'time':'1406602345','coin_type':3,'sub_type':101,'coin_count':888,'add_count':1,'item_id':14140601}
[2014-07-29 10:52:52] {'playid':640003007,'time':'1406602372','coin_type':3,'sub_type':101,'coin_count':888,'add_count':1,'item_id':14140601}
[2014-07-29 10:53:13] {'playid':640003008,'time':'1406602393','coin_type':3,'sub_type':101,'coin_count':888,'add_count':1,'item_id':14140601}
[2014-07-29 10:53:26] {'playid':640003009,'time':'1406602406','coin_type':3,'sub_type':101,'coin_count':888,'add_count':1,'item_id':14140601}
[2014-07-29 10:53:50] {'playid':640003010,'time':'1406602430','coin_type':3,'sub_type':101,'coin_count':888,'add_count':1,'item_id':14140601}
[2014-07-29 10:54:25] {'playid':640003014,'time':'1406602465','coin_type':3,'sub_type':101,'coin_count':888,'add_count':1,'item_id':14140601}
[2014-07-29 10:55:48] {'playid':640003013,'time':'1406602548','coin_type':3,'sub_type':101,'coin_count':888,'add_count':1,'item_id':14140601}
[2014-07-29 10:59:18] {'playid':640003011,'time':'1406602758','coin_type':3,'sub_type':101,'coin_count':888,'add_count':1,'item_id':14140601}
[2014-07-29 10:59:51] {'playid':640003009,'time':'1406602791','coin_type':3,'sub_type':101,'coin_count':1388,'add_count':1,'item_id':15150501}
[2014-07-29 11:00:08] {'playid':640003008,'time':'1406602808','coin_type':3,'sub_type':101,'coin_count':1388,'add_count':1,'item_id':15150501}
[2014-07-29 11:00:27] {'playid':640003007,'time':'1406602827','coin_type':3,'sub_type':101,'coin_count':1388,'add_count':1,'item_id':15150501}
[2014-07-29 11:00:40] {'playid':640003006,'time':'1406602840','coin_type':3,'sub_type':101,'coin_count':1388,'add_count':1,'item_id':15150501}
[2014-07-29 11:01:17] {'playid':640003013,'time':'1406602877','coin_type':3,'sub_type':101,'coin_count':1388,'add_count':1,'item_id':15150501}
[2014-07-29 11:01:25] {'playid':640003013,'time':'1406602885','coin_type':3,'sub_type':101,'coin_count':1388,'add_count':1,'item_id':15150501}
[2014-07-29 11:01:25] {'playid':640003013,'time':'1406602885','coin_type':3,'sub_type':101,'coin_count':1388,'add_count':1,'item_id':15150501}
[2014-07-29 11:01:25] {'playid':640003013,'time':'1406602885','coin_type':3,'sub_type':101,'coin_count':1388,'add_count':1,'item_id':15150501}
[2014-07-29 11:10:40] {'playid':640002981,'time':'1406603440','coin_type':3,'sub_type':101,'coin_count':288,'add_count':1,'item_id':1120401000}
[2014-07-29 11:11:20] {'playid':640002981,'time':'1406603480','coin_type':3,'sub_type':101,'coin_count':2888,'add_count':1,'item_id':1120501000}
